slug,icon,titre,texte
merzouga,🏜️,Erg Chebbi & dromadaires,"Oct-avr — dunes de 150 m, bivouac sous les étoiles, lever spectaculaire."
merzouga,🎵,Festival Gnaoua,"Juin — musique gnaoua dans le désert, transe et traditions."
merzouga,🏍️,Quad & 4x4,"Oct-avr — excursions dans les dunes, pistes sahariennes."
merzouga,🌌,Ciel étoilé,"Toute l'année — Sahara sans pollution lumineuse, Voie Lactée."
assouan,⛵,Felouque sur le Nil,"Oct-avr — navigation traditionnelle, îles, temples au coucher."
assouan,🏛️,Temple de Philae,"Oct-avr — temple d'Isis sur l'île d'Agilkia, son et lumière."
assouan,🏜️,Abou Simbel,"Oct-avr — temples de Ramsès II, 3h de route ou vol, UNESCO."
assouan,🍽️,Cuisine nubienne,"Toute l'année — villages colorés, falafels, hibiscus, thé karkadé."
lac-bled,🏊,Lac & église sur l'île,"Juin-sep — baignade, pletna vers l'île, église baroque."
lac-bled,🏰,Château médiéval,"Toute l'année — château perché, vue plongeante, crème de Bled."
lac-bled,🥾,Gorge de Vintgar,"Avr-oct — passerelles au-dessus de la rivière turquoise, 1,6 km."
lac-bled,💰,Budget,"Oct-nov — couleurs d'automne, prix -40%, lac paisible."
piran,🏘️,Vieille ville vénitienne,"Mai-sep — place Tartini, remparts, ruelles médiévales, campanile."
piran,🏖️,Plages & sel de Sečovlje,"Juin-sep — salines historiques, baignade, Portorož à 10 min."
piran,🍽️,Fruits de mer & vin,"Toute l'année — restaurants du port, Refošk local, huile d'olive."
piran,💰,Budget,"Oct-avr — alternative abordable à la côte croate voisine."
funchal,🌺,Jardins tropicaux,"Toute l'année — Monte Palace, Jardim Botânico, orchidées et fougères."
funchal,🛷,Descente en luge de Monte,"Toute l'année — toboggan traditionnel en osier, 2 km de descente."
funchal,🍷,Vin de Madère & levadas,"Mars-oct — caves centenaires, randonnée le long des canaux d'irrigation."
funchal,🎆,Feu d'artifice du Nouvel An,"Déc-jan — record Guinness, baie illuminée, croisières spéciales."
budva,🏖️,Plages & vieille ville,"Juin-sep — Mogren Beach, citadelle vénitienne, Sveti Stefan à côté."
budva,🎵,Sea Dance Festival,"Juil — festival de musique sur la plage Jaz, DJs internationaux."
budva,🏛️,Kotor à 30 min,"Toute l'année — baie UNESCO, remparts, fjord monténégrin."
budva,💰,Budget,"Mai ou sep-oct — plages quasi vides, prix -40%, mer encore chaude."
trogir,🏛️,Centre historique UNESCO,"Toute l'année — cathédrale Saint-Laurent, portail de Radovan."
trogir,🏖️,Plages de Čiovo,"Juin-sep — île reliée par pont, criques, eau cristalline."
trogir,⛵,Navigation Split-Trogir,"Juin-sep — voilier entre les îles, Šolta, Brač à portée."
trogir,💰,Budget,"Mai ou oct — Split voisine bondée, Trogir calme et -30%."
ohrid,🏛️,Lac & vieille ville UNESCO,"Juin-sep — lac de 3M d'années, église Saint-Jean Kaneo sur la falaise."
ohrid,🛕,Églises byzantines,"Toute l'année — 365 églises, fresques médiévales, forteresse de Samuel."
ohrid,🏖️,Plages lacustres,"Juil-août — eau claire, plages de galets et sable, 24-26°C."
ohrid,💰,Budget,"Sep-oct — arrière-saison dorée, hébergement 15-20€, ville calme."
alacati,🏄,Windsurf & kitesurf,"Juin-sep — l'un des meilleurs spots au monde, vent meltemi constant."
alacati,🏘️,Rues pavées & boutiques,"Avr-oct — maisons en pierre restaurées, cafés, bougainvilliers."
alacati,🍽️,Cuisine égéenne,"Toute l'année — herbes sauvages, mezes, huile d'olive, marchés."
alacati,💰,Budget,"Oct-nov — planche encore possible, hôtels -50%, saison prolongée."
peloponnese,🏛️,Sites antiques,"Mars-mai ou sep-nov — Olympie, Mycènes, Épidaure, Sparte."
peloponnese,🏖️,Plages sauvages,"Juin-sep — Voidokilia, Elafonisos, Foneas, côte du Magne."
peloponnese,🍷,Vins de Némée,"Sep-oct — Agiorgitiko, vendanges, domaines viticoles."
peloponnese,🥾,Gorge de Loussios & Magne,"Avr-mai ou oct — randonnées spectaculaires, villages de pierre."
larnaca,🏖️,Plages & promenade,"Mai-oct — Mackenzie Beach, Finikoudes, eau 25-28°C."
larnaca,🦩,Lac salé & Hala Sultan Tekke,"Nov-mars — flamants roses, mosquée ottomane, reflets."
larnaca,🤿,Épave du Zenobia,"Avr-oct — l'une des meilleures plongées d'épave au monde."
larnaca,🏛️,Kition & Choirokoitia,"Toute l'année — vestiges phéniciens, site néolithique UNESCO."
göteborg,🏝️,Archipel de Göteborg,"Juin-août — îles sans voitures, baignade, pêche, ferries gratuits."
göteborg,🍽️,Fika & fruits de mer,"Toute l'année — marché Feskekôrka (église du poisson), cannelle."
göteborg,🎢,Liseberg,"Mai-oct — plus grand parc d'attractions de Scandinavie."
göteborg,💰,Budget,"Sep-nov — hors été, musées gratuits, Gothenburg Pass avantageux."
innsbruck,🏔️,Nordkette & Golden Roof,"Toute l'année — téléphérique urbain vers 2 300 m en 20 min."
innsbruck,⛷️,Ski alpin,"Déc-avr — 9 stations à 30 min, Olympia SkiWorld, pistes olympiques."
innsbruck,🏛️,Vieille ville & Hofburg,"Toute l'année — Petit Toit d'Or, palais impérial Habsbourg."
innsbruck,🍺,Biergarten & Tiroler Gröstl,"Toute l'année — cuisine tyrolienne, strudel, marchés de Noël (déc)."
ghent,🏛️,Agneau mystique & cathédrale,"Toute l'année — chef-d'œuvre des Van Eyck, cathédrale Saint-Bavon."
ghent,🌺,Festival de Gand,"Juil — 10 jours de fête, 1,5M visiteurs, concerts, théâtre de rue."
ghent,🍟,Cuisine & friteries,"Toute l'année — waterzooi, carbonnade flamande, frites au cornet."
ghent,💰,Budget,"Sep-juin — alternative moins chère à Bruges, bière locale 3€."
hallstatt,🏔️,Village & lac alpin,"Mai-sep — maisons colorées au bord du lac, reflets spectaculaires."
hallstatt,🧂,Mine de sel préhistorique,"Toute l'année — plus ancienne mine de sel au monde, 7 000 ans."
hallstatt,🚠,Skywalk & 5 Fingers,"Mai-oct — plateforme panoramique au-dessus du lac, Dachstein."
hallstatt,💰,Budget,"Nov-mars — village enneigé féerique, moins de monde, tarifs bas."
lviv,☕,Cafés & chocolat,"Toute l'année — Lviv Handmade Chocolate, culture café austro-hongroise."
lviv,🏛️,Centre historique UNESCO,"Toute l'année — place Rynok, opéra, mélange architectural unique."
lviv,🍺,Brasseries & restaurants,"Toute l'année — Pravda Beer Theatre, cuisine galicienne, varenyky."
lviv,💰,Budget,"Toute l'année — l'une des villes les moins chères d'Europe, repas 3-5€."
freetown,🏖️,Plages de la péninsule,"Nov-avr — Tokeh, River No.2, sable doré, saison sèche."
freetown,🏛️,Cotton Tree & histoire,"Toute l'année — arbre symbolique, National Museum, histoire des esclaves libérés."
freetown,🌿,Parc national de Tacugama,"Toute l'année — sanctuaire de chimpanzés, randonnées en forêt."
freetown,💰,Budget,"Nov-avr — saison sèche, tourisme naissant, authenticité préservée."
ouagadougou,🎬,FESPACO,"Fév-mars (biennale) — plus grand festival de cinéma africain."
ouagadougou,🎭,Marché central & artisanat,"Oct-fév — masques, bronzes, tissus traditionnels, saison sèche."
ouagadougou,🍽️,Cuisine burkinabè,"Toute l'année — tô, poulet braisé, dolo (bière de mil), maquis."
ouagadougou,💰,Budget,"Nov-fév — saison sèche, hébergement 15-25€, repas 2-3€."
cotonou,🏛️,Ganvié (Venise d'Afrique),"Nov-mars — village lacustre sur pilotis, pirogue, 30 000 habitants."
cotonou,🎭,Marché Dantokpa,"Toute l'année — plus grand marché d'Afrique de l'Ouest, vaudou, tissus."
cotonou,🏖️,Route des Pêches,"Nov-mars — plages de cocotiers, villages de pêcheurs, saison sèche."
cotonou,💰,Budget,"Nov-fév — saison idéale, hébergement 15-20€, zémidjan 0,50€."
lome,🏖️,Plage & marché aux fétiches,"Nov-mars — plage de Lomé, marché vaudou Akodessewa unique au monde."
lome,🏛️,Togoville & lac Togo,"Toute l'année — village historique, cathédrale, traversée en pirogue."
lome,🍽️,Cuisine togolaise,"Toute l'année — fufu, akoumé, tchoukoutou, maquis animés."
lome,💰,Budget,"Nov-fév — destination ultra-abordable, repas 1-2€, hôtel 10-15€."
douala,🏛️,La Pagode & marché central,"Toute l'année — architecture coloniale, marché animé."
douala,🌿,Mont Cameroun,"Nov-mars — plus haut sommet d'Afrique de l'Ouest, trek 2-3 jours."
douala,🍽️,Cuisine camerounaise,"Toute l'année — ndolé, poisson braisé, beignets haricots-banane."
douala,💰,Budget,"Déc-fév — saison sèche, vols régionaux abordables."
arusha,🦁,Safari Serengeti & Ngorongoro,"Juin-oct — Big Five, Grande Migration, cratère spectaculaire."
arusha,🏔️,Mont Meru,"Juin-oct — trek d'acclimatation avant le Kili, vue Kilimanjaro."
arusha,☕,Plantations de café,"Toute l'année — culture du café arabica, visite et torréfaction."
arusha,🏛️,Marché Maasai,"Toute l'année — artisanat maasai, bijoux, tissus shuka."
gondar,🏰,Fasil Ghebbi,"Oct-mars — châteaux éthiopiens UNESCO, « Camelot d'Afrique »."
gondar,🎭,Timkat (Épiphanie),"Janvier — procession colorée, bains rituels, plus grande fête d'Éthiopie."
gondar,🏔️,Monts Simien,"Oct-mars — trek, géladas, loups d'Éthiopie, paysages vertigineux."
gondar,💰,Budget,"Oct-mars — saison sèche, Éthiopie très abordable, trek 30€/jour."
lalibela,⛪,Églises rupestres,"Oct-mars — 11 églises taillées dans la roche UNESCO, 12e siècle."
lalibela,🎭,Noël éthiopien (Genna),"7 janvier — messe nocturne dans les églises, pèlerinage unique."
lalibela,🥾,Randonnée Abuna Yosef,"Oct-fév — trek à 4 000 m, vue sur les églises, géladas."
lalibela,💰,Budget,"Oct-mars — hébergement 10-15€, guide obligatoire 20€/jour."
jinja,🚣,Rafting source du Nil,"Toute l'année — rapides classe V, l'un des meilleurs spots au monde."
jinja,🏞️,Source du Nil,"Toute l'année — point de départ du Nil Blanc depuis le lac Victoria."
jinja,🐒,Forêt de Mabira,"Juin-sep — primates, oiseaux, canopy walk, VTT."
jinja,💰,Budget,"Toute l'année — rafting complet 100-130$, hébergement 10-15€."
lamu,🏘️,Vieille ville swahilie,"Juin-oct — UNESCO, ruelles en pierre corallienne, ânes (pas de voitures)."
lamu,⛵,Dhow & coucher de soleil,"Juil-oct — navigation traditionnelle, Shela Beach, Manda Island."
lamu,🎭,Maulidi Festival,"Mars (variable) — célébration du Prophète, musique, danses, courses d'ânes."
lamu,💰,Budget,"Mai-juin — pré-saison, guesthouses 15-25€, cuisine locale 3-5€."
livingstone,🌊,Chutes Victoria côté Zambie,"Fév-mai — Knife Edge Bridge, spray monumental, arc-en-ciel."
livingstone,🚣,Rafting Zambèze,"Août-déc — rapides classe V depuis Livingstone, journée complète."
livingstone,🦏,Mosi-oa-Tunya NP,"Juin-oct — rhinocéros blancs, girafes, safari à pied."
livingstone,🌅,Sunset cruise Zambèze,"Toute l'année — croisière avec hippos, crocodiles, apéro."
maun,🦁,Delta de l'Okavango,"Mai-oct — safari en mokoro, Big Five, inondation maximale."
maun,🐘,Moremi Game Reserve,"Juin-oct — réserve dans le delta, éléphants, léopards, lycaons."
maun,🦅,Vol scenic delta,"Toute l'année — survol des canaux et îles du delta en petit avion."
maun,💰,Budget,"Nov-mars — saison verte, lodges -40%, bébés animaux."
tofo,🤿,Plongée raies manta,"Oct-mars — raies manta géantes, requins-baleines, récifs."
tofo,🏖️,Plage de Tofo,"Mai-oct — sable blanc, eau turquoise, surf, saison sèche."
tofo,🐋,Requins-baleines,"Oct-mars — nager avec les requins-baleines, expérience unique."
tofo,💰,Budget,"Mai-oct — backpackers 10€/nuit, plongée 35€, repas 3-5€."
etosha,🦁,Safari Etosha,"Mai-oct — point d'eau = safari facile, lions, éléphants, rhinocéros."
etosha,📸,Pan d'Etosha,"Toute l'année — lac asséché blanc de 5 000 km², paysage lunaire."
etosha,🦏,Rhinocéros noirs,"Mai-oct — l'une des dernières grandes populations, points d'eau nocturnes."
etosha,💰,Budget,"Nov-mars — saison verte, campings 10-15€, animaux avec bébés."
windhoek,🏛️,Christuskirche & Alte Feste,"Toute l'année — architecture coloniale allemande, musée national."
windhoek,🍺,Joe's Beerhouse & cuisine,"Toute l'année — oryx, kudu, potjiekos, bières namibiennes."
windhoek,🏜️,Excursion Sossusvlei,"Mai-oct — dunes rouges les plus hautes du monde à 5h de route."
windhoek,💰,Budget,"Nov-mars — saison verte, lodges -40%, orages spectaculaires."
maputo,🍽️,Fruits de mer & marché,"Toute l'année — crevettes géantes, matapa, piri-piri, Mercado Central."
maputo,🏛️,Gare CFM & Fort,"Toute l'année — gare style Eiffel, forteresse portugaise, street art."
maputo,🏖️,Plages d'Inhaca,"Mai-oct — île à 1h en ferry, snorkel, mangroves."
maputo,🎵,Marrabenta & vie nocturne,"Toute l'année — musique mozambicaine, bars de Baixa, danse."
bichkek,🏔️,Ala-Archa & Tian Shan,"Juin-sep — gorge à 30 min, treks alpins, glaciers accessibles."
bichkek,🐴,Yourtes & vie nomade,"Juin-sep — séjour en yourte, Song Kul, cavalcades en altitude."
bichkek,🏞️,Lac Issyk-Kul,"Juil-août — 2e plus grand lac alpin au monde, plages de montagne."
bichkek,💰,Budget,"Toute l'année — l'un des pays les moins chers d'Asie centrale, repas 2-3€."
mongolie,🐴,Steppes & vie nomade,"Juin-sep — yourtes, cavalcades, hospitalité mongole, immensité."
mongolie,🏜️,Désert de Gobi,"Juin-sep — dunes de Khongoryn Els, falaises de Bayanzag, chameaux."
mongolie,🎭,Naadam Festival,"11-13 juillet — lutte, tir à l'arc, courses de chevaux, fête nationale."
mongolie,💰,Budget,"Juin-sep — seule fenêtre praticable, tours organisés 50-80€/jour."
zanzibar-ville,🏘️,Stone Town & portes sculptées,"Juin-oct — ruelles labyrinthiques UNESCO, House of Wonders."
zanzibar-ville,🌶️,Spice Tour,"Juil-oct — clou de girofle, vanille, muscade, plantations aromatiques."
zanzibar-ville,🏖️,Plages de Nungwi & Kendwa,"Juin-oct — sable blanc, coucher de soleil, dhows au mouillage."
zanzibar-ville,🍽️,Forodhani Night Market,"Toute l'année — brochettes, pizza zanzibarite, jus de canne."
socotra,🌳,Arbres dragon sang,"Oct-avr — dragonniers endémiques, paysage extraterrestre unique."
socotra,🏖️,Plages désertes,"Nov-mars — Qalansiyah, Detwah Lagoon, sable blanc sans touristes."
socotra,🌿,Biodiversité unique,"Oct-avr — 37% plantes endémiques, île Galapagos de l'océan Indien."
socotra,💰,Budget,"Oct-avr — accès limité, tour obligatoire 80-120$/jour tout compris."
svalbard,🐻‍❄️,Ours polaires,"Mars-juin — observation en bateau ou motoneige, population ~3 000."
svalbard,🌅,Soleil de minuit,"Mai-juil — lumière continue, kayak, randonnée dans la toundra."
svalbard,🏔️,Glaciers & fjords,"Juin-août — croisière côtière, fronts glaciaires, morses."
svalbard,🌌,Aurores boréales,"Nov-fév — nuit polaire, aurores spectaculaires, motoneige."
cartagena-col,🏰,Ciudad Amurallada,"Déc-avr — murailles coloniales, balcons fleuris, place Santo Domingo."
cartagena-col,🏖️,Îles du Rosaire,"Déc-avr — archipel corallien, plages, snorkel, lancha 45 min."
cartagena-col,🍽️,Ceviche & Getsemaní,"Toute l'année — street art, arepa de huevo, cocktails au coucher."
cartagena-col,💰,Budget,"Mai-juin ou sep-nov — pluies courtes, hôtels -30%."
la-paz-bolivie,🏔️,Altiplano & Illimani,"Mai-oct — vue sur le sommet de 6 438 m, téléphérique panoramique."
la-paz-bolivie,🛣️,Route de la Mort VTT,"Mai-oct — descente de 3 600 m en 64 km, Yungas tropicaux."
la-paz-bolivie,🏛️,Marché des sorcières,"Toute l'année — remèdes aymaras, artisanat, fœtus de lama séchés."
la-paz-bolivie,💰,Budget,"Mai-oct — l'une des capitales les moins chères, almuerzo 2€."
cusco-ville,🏛️,Plaza de Armas & Qorikancha,"Avr-oct — centre inca-colonial, murs incas, altitude 3 400 m."
cusco-ville,🏔️,Vallée Sacrée,"Mai-sep — Ollantaytambo, Pisac, salines de Maras, ruines incas."
cusco-ville,🌈,Montagne Arc-en-ciel,"Avr-oct — Vinicunca à 5 200 m, strates géologiques multicolores."
cusco-ville,🍽️,Cuisine novoandina,"Toute l'année — ceviche de trucha, cuy, marchés de San Pedro."
sucre,🏛️,Centre colonial blanc,"Avr-oct — capitale constitutionnelle, Casa de la Libertad, UNESCO."
sucre,🦕,Parc Crétacique,"Toute l'année — 5 000+ empreintes de dinosaures, paroi verticale."
sucre,🍫,Chocolat & marchés,"Toute l'année — chocolat de cacao bolivien, marchés indigènes."
sucre,💰,Budget,"Avr-oct — ville abordable même en haute saison, repas 2€."
mendoza,🍷,Malbec & bodegas,"Mars-mai — vendanges, route du vin, 1 200+ domaines."
mendoza,🏔️,Aconcagua & Andes,"Nov-mars — plus haut sommet des Amériques (6 961 m), treks."
mendoza,🚣,Rafting Río Mendoza,"Nov-mars — descente en eaux vives avec vue sur les Andes."
mendoza,🍽️,Asado & gastronomie,"Toute l'année — meilleur asado d'Argentine, empanadas mendocinas."
florianopolis,🏖️,42 plages,"Nov-mars — Joaquina (surf), Lagoinha, Campeche, eau 24°C."
florianopolis,🏄,Surf & kitesurf,"Avr-sep — houle australe, Mole et Joaquina, compétitions."
florianopolis,🌿,Lagoa da Conceição,"Toute l'année — lagune, restaurants, kitesurf, vie nocturne."
florianopolis,💰,Budget,"Avr-oct — hors été brésilien, hébergement -40%."
manaus,🌳,Amazonie & lodges,"Juin-nov — observation animaux, eaux basses, randonnée forêt."
manaus,🌊,Rencontre des eaux,"Toute l'année — Rio Negro et Solimões côte à côte sur 6 km."
manaus,🐆,Faune amazonienne,"Juin-nov — dauphins roses, singes, aras, caimans nocturnes."
manaus,🏛️,Teatro Amazonas,"Toute l'année — opéra Belle Époque, symbole du boom du caoutchouc."
rarotonga,🏖️,Muri Lagoon,"Mai-oct — lagon turquoise, motu, snorkel, kayak."
rarotonga,🥾,Cross-Island Track,"Mai-oct — traversée de l'île en 4h, jungle, cascade Te Rua Manga."
rarotonga,🛵,Tour de l'île,"Toute l'année — 32 km en scooter, plages, marchés, culture Cook."
rarotonga,💰,Budget,"Nov-mars — saison pluie mais lodges -30%, mer chaude."
iguazu,🌊,Chutes d'Iguazú,"Mars-mai — 275 cascades, Garganta del Diablo, débit optimal."
iguazu,🦜,Faune subtropicale,"Toute l'année — toucans, coatis, papillons, forêt atlantique."
iguazu,🛶,Speed boat sous les chutes,"Toute l'année — approche en zodiac sous les cascades, trempé garanti."
iguazu,💰,Budget,"Juin-août — hiver doux, moins de touristes, billets combinés AR-BR."
noumea,🏖️,Île des Pins,"Mai-oct — piscine naturelle d'Oro, pins colonnaires, lagon."
noumea,🤿,Lagon UNESCO,"Toute l'année — plus grand lagon fermé du monde, plongée."
noumea,🏛️,Centre culturel Tjibaou,"Toute l'année — architecture Renzo Piano, culture kanak."
noumea,🍽️,Cuisine fusion franco-mélanésienne,"Toute l'année — bougna, poisson cru au lait de coco, brasseries."
tahiti,🏄,Surf Teahupo'o,"Mai-oct — vague mythique, compétitions mondiales, JO 2024."
tahiti,🏖️,Plages noires & lagons,"Mai-oct — sable volcanique, cascades de Faarumai, lagon turquoise."
tahiti,🌺,Culture polynésienne,"Juil — Heiva i Tahiti, danses traditionnelles, compétitions."
tahiti,🍽️,Poisson cru au lait de coco,"Toute l'année — plat national, marchés de Papeete, roulottes."
moorea,🏖️,Plages & lagons,"Mai-oct — Temae Beach, baie de Cook, eau cristalline."
moorea,🐋,Baleines & dauphins,"Juil-nov — baleines à bosse dans le lagon, nage avec dauphins."
moorea,🍍,Ananas & agriculture,"Toute l'année — Moorea = île de l'ananas, plantations, jus frais."
moorea,🥾,Belvédère & Trois Cocotiers,"Toute l'année — point de vue sur les 2 baies, rando en forêt."
iles-cook,🏖️,Aitutaki Lagoon,"Mai-oct — plus beau lagon du Pacifique, One Foot Island."
iles-cook,🤿,Snorkel & tortues,"Toute l'année — récifs accessibles, tortues, poissons tropicaux."
iles-cook,🏛️,Culture polynésienne,"Toute l'année — danses, tissage, ukulélé, marchés du samedi."
iles-cook,💰,Budget,"Nov-mars — saison pluie mais logements -30%, mer chaude."
papouasie,🌿,Highlands & tribus,"Mai-oct — vallée de Baliem, cultures tribales préservées."
papouasie,🎭,Sing-sing Goroka Show,"Sep — rassemblement de 100+ tribus, costumes, danses rituelles."
papouasie,🤿,Plongée Kimbe Bay,"Oct-avr — récifs vierges, épaves WWII, biodiversité exceptionnelle."
papouasie,💰,Budget,"Mai-oct — saison sèche, accès limité, tours 100-150$/jour."
sao-miguel,♨️,Caldeiras & Sete Cidades,"Mai-sep — lacs volcaniques, sources chaudes, cozido cuit sous terre."
sao-miguel,🐋,Observation baleines,"Avr-oct — cachalots résidents, dauphins, pétrels."
sao-miguel,🌿,Randonnée volcanique,"Mai-sep — sentiers côtiers, cratères, forêts de lauriers."
sao-miguel,🍵,Thé & ananas,"Toute l'année — unique plantation de thé d'Europe, serres d'ananas."
sal,🏖️,Plages de Santa Maria,"Nov-juin — sable blond, eau turquoise, kitesurf, 350 jours de soleil."
sal,🏄,Windsurf & kite,"Nov-juin — vent constant, Ponta Preta, compétitions internationales."
sal,🌊,Salines de Pedra de Lume,"Toute l'année — cratère volcanique rempli de sel, flottaison."
sal,🐢,Tortues marines,"Juil-oct — ponte des tortues caouannes sur les plages."
granada-nicaragua,🏛️,Architecture coloniale,"Nov-avr — cathédrale, Calle La Calzada, maisons colorées."
granada-nicaragua,🌋,Volcán Masaya,"Nov-avr — lave visible de nuit, l'un des volcans les plus actifs."
granada-nicaragua,🏝️,Isletas de Granada,"Nov-avr — 365 îlots sur le lac Nicaragua, kayak, oiseaux."
granada-nicaragua,💰,Budget,"Nov-avr — l'un des pays les moins chers d'Amérique Centrale."
guanajuato,🏘️,Callejones & maisons colorées,"Oct-avr — ruelles souterraines, maisons multicolores, Callejón del Beso."
guanajuato,🎭,Festival Cervantino,"Octobre — plus grand festival d'art d'Amérique latine."
guanajuato,🏛️,Momies & mines,"Toute l'année — musée des Momies, mines d'argent coloniales."
guanajuato,💰,Budget,"Nov-mars — hors festival, hébergement abordable, cuisine 3-5€."
san-cristobal,🌿,Forêt de nuages,"Nov-avr — orchidées, colibris, sentiers dans la brume chiapanèque."
san-cristobal,🏛️,Culture tzotzil & tzeltal,"Toute l'année — villages indigènes, textiles, San Juan Chamula."
san-cristobal,🏘️,Centre colonial,"Toute l'année — cathédrale, marchés d'ambre, cafés de spécialité."
san-cristobal,🍫,Cacao & café du Chiapas,"Toute l'année — meilleur café du Mexique, cacao artisanal."
dominique,♨️,Boiling Lake,"Nov-avr — trek 6h dans la jungle, 2e plus grand lac bouillant au monde."
dominique,🤿,Champagne Reef,"Nov-avr — bulles volcaniques sous-marines, snorkel unique."
dominique,🌿,Rainforest & cascades,"Nov-avr — Trafalgar Falls, Emerald Pool, île la plus verte des Caraïbes."
dominique,🐋,Cachalots résidents,"Nov-mars — seul endroit au monde avec cachalots résidents toute l'année."
bonaire,🤿,Plongée du rivage,"Toute l'année — 86 sites balisés, récifs accessibles depuis la plage."
bonaire,🦩,Flamants roses,"Toute l'année — sanctuaire de flamants, salines roses."
bonaire,🏄,Windsurf Lac Bay,"Toute l'année — vent alizé constant, eau plate, spot parfait."
bonaire,💰,Budget,"Sep-nov — hors haute saison, hébergement -25%, plongée identique."
grenadines,⛵,Navigation île en île,"Nov-mai — Tobago Cays, Bequia, Mustique, alizés parfaits."
grenadines,🏖️,Tobago Cays,"Nov-mai — parc marin, tortues, sable blanc, mouillage mythique."
grenadines,🤿,Snorkel & récifs,"Toute l'année — murs coralliens, raies, tortues dans les Cays."
grenadines,💰,Budget,"Juin-oct — saison pluie, ferries locaux, guesthouses abordables."
roatan,🤿,Barrière de corail méso-américaine,"Déc-avr — 2e plus grand récif au monde, plongée 25-30$."
roatan,🏖️,West Bay Beach,"Déc-avr — sable blanc, eau turquoise, récif à 20 m du rivage."
roatan,🐒,Gumbalimba Park,"Toute l'année — singes, paresseux, iguanes, tyrolienne."
roatan,💰,Budget,"Mai-nov — plongée identique, hôtels -40%, moins de monde."
wellington,🎬,Weta Workshop & cinéma,"Toute l'année — studios du Seigneur des Anneaux, musée du cinéma."
wellington,🍺,Craft beer & cafés,"Toute l'année — capitale du café en NZ, Cuba Street, brasseries."
wellington,🏔️,Te Papa & côte sauvage,"Nov-mars — musée national gratuit, Red Rocks, phoques."
wellington,🍽️,Gastronomie & night market,"Toute l'année — restaurants inventifs, Wellington Night Market."
christchurch,🏔️,Arthur's Pass & Canterbury,"Nov-mars — trek alpin, rivières turquoise, TranzAlpine train."
christchurch,🌿,Jardins botaniques,"Sep-mars — 21 ha de jardins, Avon River punting, cerfs-volants."
christchurch,🎨,Street art & renaissance,"Toute l'année — ville reconstruite en mode créatif après 2011."
christchurch,🏖️,Péninsule de Banks,"Nov-mars — volcans, baies, dauphins Hector, Akaroa française."
monteverde,🐦,Quetzal resplendissant,"Nov-avr — réserve de forêt de nuages, oiseau mythique maya."
monteverde,🌿,Ponts suspendus & zip-line,"Nov-avr — canopée à 60 m, 8 tyroliennes, forêt tropicale."
monteverde,☕,Café & chocolat,"Toute l'année — plantations d'altitude, torréfaction, dégustation."
monteverde,🦥,Sanctuaire de paresseux,"Toute l'année — observation nocturne, grenouilles, serpents."
